stock,currentValue,VaR95,ES95,VaR99,ES99,Standard_Dev,min,max,mean
MS,103.61000061035156,2.4522843722002676,3.495118553458709,4.030594565962403,5.4126635177276725,1.6282557891611282,-16.26804899,22.985752511664828,0.004439763952542583
MDT,88.58000183105469,1.6277918423628819,2.364291061284714,2.85721433323981,3.7415909385537236,1.0490158727827181,-9.745579685,6.233963983090064,-0.006561641
BMY,49.95000076293945,1.138353115645181,1.8153382526270734,2.097890759877224,3.2652108446797286,0.8151500535795653,-10.49681423,9.714196863164048,-0.018688623
AMAT,197.25999450683594,7.71981171612137,10.592537303356327,12.22991889770222,15.292569838471538,4.799097987466825,-26.00491741,29.887434609772072,-0.069581739
ORCL,141.2899932861328,3.641202764896633,5.536920179233821,6.101803531528844,9.4222049242672,2.4552500226085407,-25.22649219,24.074223759120684,-0.036621395
SCHW,65.0999984741211,1.7649017870111408,2.9817931811253295,3.759676319055309,5.637541540273097,1.2651040119383894,-13.29695672,16.88728157114045,-0.07377173
CVS,57.2400016784668,1.4149006691975003,2.293958219760811,2.6174598905815074,4.307985273954717,1.0247895048598086,-22.12687248,9.490656070689994,0.057931146458836895
RTX,123.33999633789062,2.131376597177564,3.499923140989482,4.1878834991364755,6.121901700195728,1.5086422957675933,-14.3778849,26.08883269602663,-0.080130573
C,62.63999938964844,1.5471215657939226,2.066092502831249,2.3348513025464044,3.031626662345163,0.9450970670305867,-6.776683922,6.312518035172943,-0.03644663
GS,510.25,11.779512443064391,16.123476310230537,18.605462372973875,23.923277329697758,7.33861113571355,-53.88042348,56.84627729218698,-0.317591768
AMGN,333.8299865722656,7.451548569851241,11.559649890018527,12.757921252037022,20.424004871722808,4.9632560954779965,-51.23701894,42.7382336478783,-0.192759532
BLK,896.5046997070312,17.708768209351774,22.62900438803523,25.574847760274906,29.72448166726539,10.880977498939917,-41.86464369,48.43848103281459,-0.141530779
BA,173.74000549316406,5.3883826729639,7.9516871024326505,8.98229332154861,13.569771245160702,3.5966603805772994,-38.98045282,25.87548681057308,0.0965705088697292
CAT,356.1000061035156,8.743856756845844,12.146487091910545,14.000087193375975,18.105271108872522,5.605833614478175,-42.14798529,30.913263732788153,0.16185489737291167
IBM,202.1300048828125,3.6869764731747523,5.534440449324974,6.536270440256629,9.339395574156399,2.514534024624671,-37.18834845,22.873238293648427,-0.121117687
SBUX,94.56999969482422,2.3985207415283156,4.012805518125876,4.488039067140306,7.747108418447831,1.7893208739993165,-24.74604869,27.660649683550275,-0.101499585
AMT,224.05999755859375,5.8276702027009435,8.205445808215288,9.422397329888753,11.944932396667932,3.7090898633196323,-20.02238788,52.31990441922676,-0.185907275
GE,174.6199951171875,4.816028951972584,7.156111634052841,8.44361613387477,11.70083931592061,3.051745785426034,-33.7161546,26.847763100639895,-0.234303361
ISRG,492.6300048828125,12.849471903325139,19.135559577219563,21.158730400142474,31.92545413669406,8.338306696181428,-88.48516799,67.21084420629313,-0.412507365
COP,113.79000091552734,2.5665378762545714,3.4788342900855604,4.047903154924583,5.133232185924633,1.5717902518972888,-8.265876038,8.29172051903366,-0.012754356
TGT,153.6199951171875,4.616421868816076,6.967925683936028,8.123219655354148,11.755858888944104,2.971681567096304,-25.87153521,33.61411901811178,-0.263349155
AXP,258.6499938964844,5.518530878943437,7.875089567523038,9.016447713595426,12.066227746523905,3.582266437614321,-34.35011503,39.77041419117961,0.049109174399957704
DE,385.739990234375,8.727475015897255,12.773593504105332,15.09055294499774,20.3871247591509,5.749165635319553,-43.37435597,32.299284184236,0.12692973429156237
MU,96.23999786376953,4.068622630464631,5.563335137208672,6.461660825541458,8.3013040603966,2.5764372334221646,-21.02442014,22.544640372449607,-0.083605105
SPGI,513.239990234375,8.626669371781816,11.626958743685321,13.115712253166123,16.80012520271275,5.5016241187285715,-48.11037164,25.69390823108847,0.1314093174706297
MMM,134.69000244140625,3.671180649648619,6.6139380310068345,6.768313654502236,14.05916992445139,3.117791952022524,-49.21419156,63.15871104899131,-0.250325225
NOW,855,25.699246430321296,38.68288091884552,43.782624803903786,66.52506159902005,17.077526648367567,-162.3362584,123.2397036841179,0.08092275380826998
